scientificName,decimalLatitude,decimalLongitude
Asplenium_sandersonii,-21.2666667,47.4
Asplenium_mannii,-21.2666667,47.4166667
Cyathea_remotifolia,-21.2666667,47.4166667
Arthropteris_monocarpa,-21.2666667,47.4166667
Asplenium_petiolulatum,-21.2666667,47.4166667
Loxogramme_lanceolata,-21.2666667,47.4166667
Selaginella,-21.2666667,47.4166667
Asplenium,-21.2666667,47.4166667
Cyathea,-21.2666667,47.4333333
Adiantum,-21.2666667,47.4333333
Thelypteris,-21.2666667,47.4333333
Cyathea_acutula_deltoidea,-21.2666667,47.4333333
Cyathea_borbonica,-21.2666667,47.4333333
Cyathea_appendiculata,-21.2666667,47.4333333
Cyathea_decrescens,-21.2666667,47.4333333
Cyathea_lastii,-21.2666667,47.4333333
Cyathea_boivinii,-21.2666667,47.4333333
Elaphoglossum_lepervanchii,-21.2666667,47.4333333
Elaphoglossum_leucolepis,-21.2666667,47.4333333
Cyathea_poolii,-21.2666667,47.4333333
Cyathea_remotifolia,-21.2666667,47.4333333
Blechnum_simillimum,-21.2666667,47.4333333
Blechnum_biforme,-21.2666667,47.4333333
Elaphoglossum_sieberi,-21.2666667,47.4333333
Pteris,-21.2666667,47.4333333
Asplenium_sandersonii,-21.2666667,47.4333333
Asplenium,-21.2666667,47.4333333
Ptisana,-21.2666667,47.4333333
Blechnum,-21.2666667,47.4333333
Loxogramme_lanceolata,-21.26666,47.4
Oleandra_distenta,-21.26666,47.4
Pleopeltis_lanceolata,-21.26666,47.4
Zygophlebia_devoluta,-21.26666,47.4
Asplenium_sandersonii,-21.26666,47.4
Odontosoria_chinensis_divaricata,-21.26666,47.41666
Polypodium,-21.26666,47.41666
Schizaea_dichotoma,-21.26666,47.41666
Cochlidium_serrulatum,-21.26666,47.41666
Asplenium_mannii,-21.26666,47.41666
Cyathea_borbonica,-21.26666,47.43333
Cyathea_lastii,-21.26666,47.43333
Cyathea_boivinii,-21.26666,47.43333
Cyathea_remotifolia,-21.26666,47.43333
Cyathea_decrescens,-21.26666,47.43333
Cyathea_similis_similis,-21.26666,47.43333
Cyathea_madagascarica,-21.265,47.42666
Cyathea_similis_leptoderma,-21.265,47.4266667
Blechnum,-21.2647222,47.4213889
Asplenium,-21.2638889,47.4208334
Alsophila,-21.2625,47.4122222
Cyathea_boivinii_boivinii,-21.2622222,47.4252778
Microlepia_madagascariensis,-21.2622222,47.4252778
Cyathea_decrescens_quadrata,-21.2622222,47.4252778
Cyathea_boivinii_boivinii,-21.2619444,47.4230556
Cyathea_decrescens_quadrata,-21.2619444,47.4230556
Selaginella_lyallii,-21.2608333,47.4188889
Selaginella_lyallii,-21.26,47.4197223
Asplenium_sandersonii,-21.26,47.42
Hymenophyllum_hirsutum,-21.26,47.42
Ptisana_fraxinea,-21.26,47.42
Microsorum_punctatum,-21.26,47.42
Saccoloma_henriettae,-21.26,47.42
Alsophila,-21.2575,47.407333
Huperzia,-21.2566667,47.4102778
Odontosoria_chinensis,-21.2566667,47.4102778
Elaphoglossum,-21.2566667,47.4102778
Sphaerocionium_hirsutum,-21.256,47.418667
Ptisana_fraxinea,-21.256,47.418667
Orthiopteris_henriettae,-21.256,47.418667
Asplenium_rutifolium,-21.256,47.418667
Asplenium_sandersonii,-21.256,47.418667
Cyathea,-21.2555967,47.4070883
Adiantum_raddianum,-21.2551,47.4349
Christella_dentata,-21.2551,47.4349
Pteridium_aquilinum_var._typicum,-21.2533,47.4225
Ceradenia_deltodon,-21.2519444,45.1691667
Hymenophyllum_perrieri,-21.25,47.4
Pyrrosia_rhodesiana,-21.25,47.41666
Lepisorus_excavatus,-21.25,47.41666
Blechnum_simillimum,-21.25,47.4166667
Lomaridium_simillimum,-21.25,47.416667
Arthropteris_parallela,-21.25,47.45
Phymatodes_scolopendria,-21.25,47.45
Schizaea_dichotoma,-21.25,47.45
Oleandra_distenta,-21.2402777,47.3936111
Huperzia_megastachya,-21.2402777,47.3936111
Cyathea_similis_similis,-21.2383333,47.3933333
Cyathea_boivinii,-21.2383333,47.3933333
Lepisorus_excavatus,-21.238333,47.394722
Selaginella_lyallii,-21.238333,47.394722
Asplenium_dregeanum,-21.238333,47.394722
Cyathea_appendiculata,-21.23833,47.39333
Cyathea_decrescens,-21.23833,47.39333
Cyathea_lastii,-21.23833,47.39333
Cyathea_boivinii,-21.23833,47.39333
Cyathea_similis_similis,-21.23833,47.39333
Alsophila_andohahelensis,-21.236333,47.389333
Alsophila_boivinii,-21.236333,47.389333
Alsophila_decrescens,-21.236333,47.389333
Cyathea_similis_leptoderma,-21.2361111,47.3952777
Dryopteris_madagascariensis,-21.2344444,45.3230556
Macrothelypteris_torresiana,-21.2344444,45.3230556
Cyathea_similis_similis,-21.2341666,47.3977777
Cyathea_decrescens_quadrata,-21.2341666,47.3977777
Cyathea,-21.2333333,47.3833333
Blechnum_biforme,-21.2333333,47.3833333
Rumohra_linearisquamata,-21.2333333,47.3833333
Blechnum_integrifrons,-21.2333333,47.3833333
Cyathea_acutula_deltoidea,-21.2333333,47.4
Asplenium,-21.2333333,47.4333333
Cyathea_decrescens,-21.23333,47.38333
Oleandra_distenta,-21.23333,47.38333
Cyathea_similis_similis,-21.23333,47.38333
Lycopodium_clavatum,-21.2288889,47.3725
Cyathea_poolii,-21.225,47.4083333
Pellaea_angulosa,-21.225,47.45833
Pteris_perrieriana,-21.225,47.45833
Hypolepis,-21.225,47.45833
Dennstaedtia_madagascariensis,-21.225,47.45833
Trichomanes_bonapartei,-21.225,47.45833
Hymenophyllum_splendidum,-21.225,47.45833
Trichomanes,-21.225,47.45833
Huperzia_pecten,-21.225,47.45833
Huperzia_megastachya,-21.225,47.45833
Huperzia_obtusifolia_obtusifolia,-21.225,47.45833
Grammitis_cryptophlebia,-21.225,47.45833
Grammitis_holophlebia,-21.225,47.45833
Loxogramme_lanceolata,-21.225,47.45833
Zygophlebia_subpinnata,-21.225,47.45833
Zygophlebia_forsythiana,-21.225,47.45833
Selaginella_polymorpha,-21.225,47.45833
Ptisana_fraxinea,-21.225,47.45833
Cyathea_acutula_deltoidea,-21.225,47.45833
Cyathea_similis_leptoderma,-21.225,47.45833
Cyathea_decrescens_quadrata,-21.225,47.45833
Odontosoria_melleri,-21.225,47.45833
Cyathea_decrescens_decrescens,-21.225,47.45833
Cochlidium_serrulatum,-21.225,47.45833
Schizaea_dichotoma,-21.225,47.45833
Huperzia_pachyphylla,-21.225,47.45833
Pteris_griseoviridis,-21.225,47.45833
Cyathea_remotifolia,-21.225,47.45833
Zygophlebia_devoluta,-21.225,47.45833
Grammitis_devoluta,-21.225,47.45833
Grammitis,-21.225,47.45833
Vittaria_ensiformis,-21.225,47.4583333
Asplenium_herpetopteris,-21.225,47.4583333
Asplenium_sandersonii,-21.225,47.4583333
Asplenium_poolii,-21.225,47.4583333
Asplenium_mannii,-21.225,47.4583333
Elaphoglossum_schizolepis,-21.225,47.4583333
Elaphoglossum,-21.225,47.4583333
Elaphoglossum_subsessile,-21.225,47.4583333
Dicranopteris_linearis,-21.225,47.4583333
Ctenopteris_zenkeri,-21.225,47.4583333
Ceradenia_comorensis,-21.225,47.4583333
Pneumatopteris_subpennigera,-21.225,47.4583333
Arthropteris_monocarpa,-21.225,47.4583333
Cyathea_andohahelensis,-21.225,47.4583333
Belvisia_spicata,-21.225,47.4583333
Asplenium,-21.225,47.4583333
Blotiella_madagascariensis,-21.225,47.4583333
Platycerium_quadridichotomum,-21.2205556,45.3113889
Asplenium,-21.2205556,45.3113889
Blotiella_isaloensis,-21.2205556,45.3113889
Stenochlaena_tenuifolia,-21.2191667,45.3238889
Odontosoria_chinensis,-21.2191667,45.3238889
Stenochlaena_tenuifolia,-21.2166667,45.3186111
Lycopodium_cernuum,-21.2166667,45.3186111
Odontosoria_chinensis,-21.2166667,45.3186111
Cyathea_meridionalis,-21.2166667,45.3186111
Pityrogramma_calomelanos_calomelanos,-21.2166667,45.3186111
Microsorum_punctatum,-21.2166667,47.45
Pteris_laurea,-21.2166667,48.35
Elaphoglossum_lepervanchii,-21.2166667,48.35
Elaphoglossum_coriaceum,-21.2166667,48.35
Lomariopsis_pollicina,-21.2166667,48.35
Nephrolepis_biserrata,-21.2166667,48.35
Thelipteris,-21.2141667,45.3180556
Pityrogramma_calomelanos,-21.2119444,45.3188889
Tectaria,-21.2094444,45.3230556
Odontosoria_chinensis,-21.2094444,45.3230556
Cyathea_dregei,-21.2,47.2
Huperzia_pachyphylla,-21.2,47.2
Asplenium_viviparioides,-21.2,47.2
Cyathea_boivinii_boivinii,-21.2,47.45
Cyathea_similis_similis,-21.2,47.45
Cyathea_similis_leptoderma,-21.2,47.45
Selaginella,-21.1997222,45.3588889
Elaphoglossum_subsessile,-21.1833333,47.2166667
Lycopodiella_caroliniana,-21.18333,47.41666
Pseudolycopodiella_caroliniana,-21.18333,47.41666
Antrophyum,-21.1672223,47.535
Loxogramme_abyssinica,-21.1666667,47.4833333
Cyathea_similis_similis,-21.15,47.53333
Cyathea_appendiculata,-21.15,47.53333
Cyathea_lastii,-21.15,47.53333
Alsophila_lastii,-21.15,47.533333
Pteris_elongatiloba,-21.15,47.5333333
Cyathea_similis_similis,-21.15,47.5333333
Cyathea_appendiculata,-21.15,47.5333333
Cyathea_lastii,-21.15,47.5333333
Asplenium_poolii,-21.15,47.5333333
Cyathea_melleri,-21.15,47.5333333
Pleopeltis_macrocarpa,-21.1277778,47.1811111
Cheilanthes_viridis,-21.1272223,47.1794445
Nephrolepis_undulata,-21.1272223,47.1794445
Pellaea_pectiniformis,-21.1272223,47.1794445
Cyathea_boivinii_boivinii,-21.1083333,47.225
Cyathea_dregei,-21.075,47.2
Elaphoglossum_subsessile,-21.0666667,47.4833333
Ctenopterella_macrorhyncha,-21.0333333,47.3
Asplenium_sandersonii,-20.82,46.6872222
Asplenium_theciferum,-20.82,46.6872222
Cyathea_appendiculata,-20.8186111,47.1983333
Cyathea_dregei,-20.8186111,47.1983333
Dryopteris_inaequalis,-20.818096,47.18341
Dryopteris_manniana,-20.8166667,47.1833333
Cyathea_orthogonalis,-20.8166667,47.1833333
Cyathea_appendiculata,-20.8166667,47.1833333
Cyathea_remotifolia,-20.8166667,47.1833333
Cyathea_dregei,-20.8166667,47.1833333
Cyathea_poolii,-20.8166667,47.1833333
Lepisorus_excavatus,-20.8166667,47.1833333
Pteris_pseudolonchitis,-20.8166667,47.1833333
Huperzia_phlegmaria_tardieuae,-20.81638,48.4525
Stenochlaena_tenuifolia,-20.8019444,48.4822223
Psilotum_nudum,-20.7825,48.48166
Psilotum_nudum,-20.77972,48.48472
Elaphoglossum,-20.7783334,47.1977777
Asplenium,-20.7783334,47.1977777
Lepisorus_excavatus,-20.7783334,47.1977777
Ophioglossum,-20.7783334,47.1977777
Doryopteris_kitchingii,-20.7727778,47.1808334
Cyathea_appendiculata,-20.7719445,47.1825
Asplenium_friesiorum,-20.7719445,47.1825
Asplenium_viviparioides,-20.7716667,47.18
Elaphoglossum_subsessile,-20.7716667,47.18
Lycopodiella_affinis,-20.77166,47.18
Pellaea_pectiniformis,-20.7497222,47.2775
Asplenium_theciferum,-20.7497222,47.2775
Lepisorus_excavatus,-20.7497222,47.2775
Huperzia_gnidioides,-20.7497222,47.2775
Doryopteris_kitchingii,-20.7497222,47.2775
Asplenium_theciferum,-20.7477777,47.2784167
Dryopteris_pentheri,-20.7333333,47.1833333
Arthropteris,-20.7333333,47.1833333
Asplenium,-20.7313889,47.0888889
Wibelia_denticulata,-20.7278,48.4892
Davallia_chaerophylloides,-20.72777,48.48916
Cheilanthes_viridis,-20.7272223,47.0880555
Cyathea_dregei,-20.7166667,46.2166667
Pteris_griseoviridis,-20.7,47.4166667
Pteris_perrieriana,-20.7,47.4166667
Pteris_madagascarica,-20.7,47.4166667
Grammitis_holophlebia,-20.7,47.4166667
Deparia_forsythii-majoris,-20.7,47.4166667
Blechnum_attenuatum_attenuatum,-20.7,47.4166667
Enterosora_sprucei,-20.7,47.4166667
Blechnum_biforme,-20.7,47.5833333
Pellaea_boivinii,-20.6686111,47.1319445
Pellaea_pectiniformis,-20.6686111,47.1319445
Cyathea,-20.66666,47.15
Selaginella_echinata,-20.6658333,47.1330556
Huperzia_gnidioides,-20.6655556,47.135
Pellaea_boivinii,-20.6652778,47.1302778
Asplenium_aethiopicum,-20.6633333,47.1297223
Lycopodiella_affinis,-20.6625,47.1283334
Ophioglossum,-20.6466666,47.0555556
Selaginella_echinata,-20.6466666,47.0555556
Ophioglossum_lancifolium,-20.6466666,47.0555556
Pityrogramma_argentea,-20.6347222,47.0416666
Ophioglossum_reticulatum,-20.6347222,47.0416666
Selaginella_echinata,-20.6347222,47.0416666
Pellaea_tomentosa,-20.62916,46.84361
Asplenium_aethiopicum,-20.625,46.5444444
Haplopteris_humblotii,-20.625,46.5444444
Alsophila_dregei,-20.616667,46.583333
Lomariocycas_tabularis,-20.616667,46.583333
Blechnum_tabulare,-20.6166667,46.5833333
Gleichenia,-20.6166667,46.5833333
Selaginella_nivea,-20.6166667,46.5833333
Blechnum_tabulare,-20.6166667,46.8333333
Elaphoglossum_coursii,-20.6166667,47.2
Asplenium_mannii,-20.6166667,47.325
Belvisia_spicata,-20.6166667,47.325
Asplenium,-20.6166667,47.325
Pellaea_angulosa,-20.61666,47.325
Anemia_madagascariensis,-20.6125,46.5847222
Asplenium,-20.61,47.33
Asplenium,-20.60805,46.57
Melpomene_flabelliformis_circumvoluta,-20.6019444,46.5691667
Blechnum_tabulare,-20.6,46.5666667
Selaginella_nivea_humbertii,-20.6,46.65
Cyathea_acutula_acutula,-20.59972,46.56333
Alsophila,-20.5936111,46.5625
Pellaea_pectiniformis,-20.5927777,46.5936111
Cyathea_bullata_bullata,-20.5877777,46.5925
Osmolindsaea_latisquama,-20.5877777,46.5925
Asplenium_aethiopicum,-20.5875,46.7061111
Arthropteris_orientalis,-20.5836111,46.5908333
Arthropteris_orientalis,-20.5833333,46.6666667
Osmolindsaea_latisquama,-20.5777778,46.5863889
Cheilanthes_hirta,-20.5775,46.5738889
Alsophila_dregei,-20.5752778,46.5805556
Cyathea_dregei,-20.575,46.625
Cyathea_boivinii_boivinii,-20.575,48.075
Adiantum,-20.5741667,46.5797223
Elaphoglossum_poolii,-20.5702778,46.5855555
Huperzia_gnidioides,-20.5666667,46.6166667
Pellaea_calomelanos,-20.5666667,46.6166667
Pellaea_pectiniformis,-20.5666667,46.6166667
Arthropteris_monocarpa,-20.5666667,46.6166667
Blechnum_tabulare,-20.5666667,46.6166667
Oleandra_distenta,-20.5666667,46.6166667
Elaphoglossum_poolii,-20.5666667,46.6166667
Elaphoglossum_conforme,-20.5666667,46.7166667
Blechnum_attenuatum_attenuatum,-20.5666667,48.0666667
Ophioglossum,-20.56666,46.61666
Selaginella_lyallii,-20.56666,48.06666
Pteris_pseudowoodwardioides,-20.55361,46.56444
Cyrtomium_luctuosum,-20.55361,46.56444
Ophioglossum_reticulatum,-20.5513889,46.8541667
Elaphoglossum_lepervanchii,-20.55,46.7833333
Pityrogramma_argentea,-20.55,46.8
Nephrolepis_undulata,-20.55,46.8
Blechnum_tabulare,-20.55,46.8
Pellaea_tomentosa,-20.55,46.8
Pellaea_dura,-20.55,46.8
Arthropteris_orientalis,-20.55,46.8
Blechnum_biforme,-20.5333333,47.0833333
Cheilanthes_madagascariensis,-20.5333333,47.2166667
Cyathea_dregei,-20.525,47.25
Pellaea_dura,-20.525,47.25
Cyathea_rouhaniana,-20.5186111,46.5691667
Pteris_vittata,-20.5166667,45.7166667
Blechnum_punctulatum,-20.5166667,47.25
Blechnum_tabulare,-20.5166667,47.25
Polystichum_luctuosum,-20.5166667,47.25
Elaphoglossum_lepervanchii,-20.5166667,47.25
Pellaea_pectiniformis,-20.5166667,47.25
Cheilanthes_quadripinnata,-20.5166667,47.5166667
Elaphoglossum,-20.5119444,46.7752778
Pityrogramma_argentea,-20.5113889,46.6027778
Schizaea_dichotoma,-20.51138,46.60277
Asplenium_cancellatum,-20.5086111,46.5961111
Lycopodiella_affinis,-20.50444,46.57305
Nephrolepis_undulata,-20.4777778,46.5594444
Cyathea_dregei,-20.45,47.1166667
Pellaea_boivinii,-20.43333,47.21666
Cheilanthes_viridis,-20.43333,47.21666
Pellaea_boivinii,-20.4238889,47.1716667
Pellaea_pectiniformis,-20.4230556,47.1691667
Selaginella_echinata,-20.4230556,47.1691667
Nephrolepis_undulata,-20.4230556,47.1691667
Elaphoglossum_poolii,-20.42,47.1663889
Lycopodiella_cernua,-20.42,47.1663889
Ophioglossum_lusoafricanum,-20.42,47.1663889
Nephrolepis_undulata,-20.42,47.1663889
Mohria_caffrorum,-20.4175,47.1655556
Equisetum_ramosissimum,-20.4077778,47.1686111
Huperzia_phlegmaria_tardieuae,-20.39055,48.54527
Cyclosorus_interruptus,-20.3888889,47.1566667
Thelypteris_confluens,-20.3888889,47.1566667
Osmunda_regalis,-20.3888889,47.1566667
Osmunda_regalis,-20.3883333,47.1569444
Selaginella_goudotiana,-20.3883333,47.1569444
Cheilanthes_bonapartei,-20.3833333,47
Schizaea_dichotoma,-20.38,48.5563889
Davallia_chaerophylloides,-20.38,48.5563889
Asplenium,-20.3727778,48.5544444
Davallia_chaerophylloides,-20.37277,48.55444
Huperzia,-20.37277,48.56555
Huperzia_phlegmaria_tardieuae,-20.3725,48.5541667
Davallia_chaerophylloides,-20.36611,48.60416
Huperzia_phlegmaria_tardieuae,-20.3622222,48.6180556
Psilotum_nudum,-20.3622222,48.6180556
Elaphoglossum,-20.3591667,48.6055556
Davallia_chaerophylloides,-20.3516667,48.6133333
Lycopodiella_caroliniana,-20.35166,48.61333
Psilotum_nudum,-20.35166,48.61333
Cyathea_dregei,-20.35,47.3
Marsilea_pyriformis,-20.3047222,44.3838889
Marsilea_pyriformis,-20.302833,44.383667
Blechnum_tabulare,-20.3,46.9333333
Azolla_filiculoides,-20.2719445,44.4027778
Marsilea,-20.2694445,44.4027778
Pellaea,-20.26666,47.11666
Marsilea,-20.2625,44.4069444
Asplenium_sandersonii,-20.2594444,47.0727778
Melpomene_flabelliformis_circumvoluta,-20.25,47.05
Arthropteris_orientalis,-20.25,47.0833333
Elaphoglossum_hybridum,-20.25,47.0833333
Blechnum_tabulare,-20.25,47.15
Pteris_madagascarica,-20.25,47.416667
Asplenium_dregeanum,-20.25,47.416667
Asplenium_afzelii,-20.25,47.416667
Asplenium_masoulae,-20.25,47.416667
Asplenium_petiolulatum,-20.25,47.416667
Asplenium_sandersonii,-20.25,47.416667
Asplenium_friesiorum,-20.25,47.416667
Lomaridium_biforme,-20.25,47.416667
Lycopodiella_cernua,-20.2338889,47.0933333
Arthropteris,-20.2338889,47.0933333
Elaphoglossum_poolii,-20.2308334,47.1086111
Elaphoglossum_hybridum,-20.2308334,47.1086111
Dicranopteris_linearis,-20.216667,47.383333
Sticherus_flagellaris,-20.216667,47.383333
Asplenium_protensum,-20.216667,47.383333
Asplenium_aethiopicum,-20.216667,47.383333
Asplenium_masoulae,-20.216667,47.383333
Asplenium_adiantoides,-20.216667,47.383333
Asplenium_dregeanum,-20.216667,47.383333
Asplenium_auritum,-20.216667,47.383333
Lomaridium_biforme,-20.216667,47.383333
Asplenium_poolii,-20.216667,47.55
Ptisana_fraxinea,-20.215,46.83861
Pityrogramma_argentea,-20.1961111,47.0897222
Salvinia_hastata,-20.1961111,47.0897222
Azolla_filiculoides,-20.1961111,47.0897222
Pityrogramma_calomelanos,-20.1702778,47.0183334
Pellaea_calomelanos,-20.1702778,47.0183334
Equisetum,-20.1702778,47.0183334
Pellaea_pectiniformis,-20.1666667,47.05
Asplenium_buettneri_hildebrandtii,-20.1666667,47.05
Elaphoglossum_angustatum,-20.1666667,47.05
Pellaea_goudotii,-20.16666,47.05
Huperzia,-20.1658333,47.0377777
Elaphoglossum_coursii,-20.1611111,46.9833333
Elaphoglossum_poolii,-20.1611111,46.9833333
Lepisorus_excavatus,-20.16111,46.98333
Oleandra_distenta,-20.16111,46.98333
Elaphoglossum_spatulatum,-20.16111,46.98333
Trichomanes,-20.14416,46.98305
Azolla_filiculoides,-20.135,46.9683334
Nephrolepis,-20.12861,46.99333
Lycopodiella_cernua,-20.1277778,46.9911111
Pityrogramma_argentea,-20.1166667,47.0166667
Notholaena_inaequalis,-20.1144444,46.9897222
Asplenium_buettneri,-20.1144444,46.9897222
Elaphoglossum_conforme,-20.1144444,46.9897222
Pteris_catoptera,-20.1144444,46.9897222
Arthropteris,-20.1144444,46.9897222
Cheilanthes_hirta,-20.1144444,46.9897222
Pityrogramma_calomelanos,-20.11444,46.98972
Pityrogramma_argentea,-20.11444,46.98972
Notholaena_inaequalis,-20.11444,46.98972
Pteris_pseudolonchitis,-20.11444,46.98972
Pteris_macrodon,-20.11444,46.98972
Cheilanthes_viridis,-20.11444,46.98972
Pellaea_pectiniformis,-20.11444,46.98972
Microlepia_speluncae,-20.11444,46.98972
Dryopteris_inaequalis,-20.11444,46.98972
Elaphoglossum_lancifolium,-20.11444,46.98972
Lycopodiella_cernua,-20.11444,46.98972
Cyathea_dregei,-20.11444,46.98972
Oleandra_distenta,-20.11444,46.98972
Equisetum_ramosissimum,-20.11444,46.98972
Asplenium_sulcatum,-20.11444,46.98972
Macrothelypteris_torresiana,-20.11444,46.98972
Dicranopteris_linearis,-20.1086111,47.0230556
Lycopodiella_caroliniana,-20.1086111,47.0230556
Pityrogramma_argentea,-20.1008333,47.0202778
Lycopodium,-20.10083,47.02027
Anemia_madagascariensis,-20.1,47.0166667
Huperzia_gnidioides,-20.0997222,47.0180556
Elaphoglossum_hybridum,-20.0997222,47.0180556
Osmunda_regalis,-20.0988889,47.0175
Elaphoglossum_lancifolium,-20.0977777,46.8230556
Asplenium_aethiopicum,-20.0977777,46.8230556
Pteris,-20.09777,46.82305
Asplenium,-20.09777,46.82305
Elaphoglossum_coriaceum,-20.09777,46.82305
Cyathea_dregei,-20.09777,46.82305
Nephrolepis_cordifolia,-20.09777,46.82305
Selaginella_goudotiana_goudotiana,-20.09777,46.82305
Cheilanthes_hirta,-20.09777,46.82305
Elaphoglossum_poolii,-20.0833333,47
Asplenium_friesiorum,-20.0733334,46.9977777
Asplenium_mildbraedii,-20.0733334,46.9977777
Blechnum_tabulare,-20.0733334,46.9977777
Elaphoglossum_poolii,-20.0733334,46.9977777
Athyrium_schimperi,-20.0733334,46.9977777
Mohria_caffrorum,-20.07333,46.99777
Asplenium_aethiopicum,-20.07333,46.99777
Elaphoglossum_deckenii,-20.07333,46.99777
Pleopeltis_macrocarpa,-20.07333,46.99777
Pleopeltis_schraderi,-20.07333,46.99777
Selaginella_nivea_humbertii,-20.07333,46.99777
Arthropteris_orientalis,-20.07333,46.99777
Elaphoglossum_coriaceum,-20.07333,46.99777
Elaphoglossum_angulatum,-20.0694445,47.0041667
Asplenium_friesiorum,-20.0694445,47.0041667
Lepisorus_excavatus,-20.0694445,47.0041667
Elaphoglossum_lancifolium,-20.0666667,47
Elaphoglossum_coursii,-20.0666667,47
Huperzia_gnidioides,-20.0666667,47
Cyathea_dregei,-20.0666667,47.05
Pityrogramma_humbertii,-20.06388,46.99944
Ceratopteris_thalictroides,-20.0608333,44.6577778
Elaphoglossum_decaryanum,-20.0566667,47.0144444
Pellaea_pectiniformis,-20.05666,47.01444
Pellaea,-20.05666,47.02
Mohria_caffrorum,-20.05666,47.02
Lygodium_lanceolatum,-20.0088889,48.2963889
Tectaria_magnifica,-20,48.75
Acrostichum_aureum,-19.9638889,44.6030556
Cyclosorus_interruptus,-19.9638889,44.6030556
Ceratopteris_thalictroides,-19.9411111,48.7666667
Ceratopteris_thalictroides,-19.9388889,48.7663889
Aleuritopteris_farinosa,-19.9333333,46.9166667
Dryopteris_pentheri,-19.9333333,46.9166667
Pityrogramma_argentea,-19.9333333,46.9166667
Pellaea_calomelanos,-19.9333333,46.9166667
Dicranopteris_linearis,-19.933333,47.016667
Lomariocycas_tabularis,-19.933333,47.016667
Pityrogramma_calomelanos,-19.9280556,48.7861111
Cyclosorus_interruptus,-19.9238889,48.7966666
Lygodium_lanceolatum,-19.9236111,48.7922222
Cyathea_dregei,-19.9,46.9166667
Christella_dentata,-19.8983333,48.7908333
Pteris_pseudolonchitis,-19.85,46.85
Cheilanthes_hirta_var._contracta,-19.85,46.85
Pteris_vittata,-19.85,47.0333333
Anogramma_leptophylla,-19.85,47.0333333
Blechnum_tabulare,-19.85,47.0333333
Cyathea_dregei,-19.85,47.0333333
Pellaea_tomentosa,-19.85,47.0333333
Arthropteris_orientalis,-19.85,47.0333333
Pellaea_dura,-19.85,47.0333333
Adiantum_raddianum,-19.8388889,46.8397222
Adiantum_capillus-veneris,-19.8388889,46.8397222
Isoetes_perrieriana,-19.8336111,46.9691667
Isoetes_welwitschii,-19.8333333,46.85
Doryopteris_kitchingii,-19.8333333,46.85
Amauropelta_oppositiformis,-19.8333333,46.85
Blechnum_tabulare,-19.8333333,47
Elaphoglossum_decaryanum,-19.7066667,47.835
Asplenium_herpetopteris_masoulae,-19.7066667,47.835
Asplenium_poolii,-19.7066667,47.835
Blechnum_attenuatum,-19.7066667,47.835
Cyathea_decrescens_quadrata,-19.7066667,47.835
Asplenium_aethiopicum,-19.7066667,47.835
Cyathea_melleri,-19.7066667,47.8497222
Cyathea_tsaratananensis,-19.7066667,47.85
Azolla_pinnata,-19.7033333,44.5938889
Notholaena_inaequalis,-19.7,46.4166667
Blechnum_bakeri,-19.7,47.8333333
Ceradenia_pseudodevoluta,-19.6861111,47.7669445
Cyathea_appendiculata,-19.6808334,47.77
Cyathea_boivinii_hildebrandtii,-19.6808334,47.77
Asplenium_aethiopicum,-19.6808334,47.77
Asplenium_rutaefolium,-19.6808334,47.77
Asplenium_buettneri,-19.6808334,47.77
Asplenium_viviparioides,-19.6808334,47.77
Blotiella_natalensis,-19.6808334,47.77
Ceradenia_deltodon,-19.6808334,47.77
Amauropelta_bergiana,-19.6808334,47.77
Cyathea_coursii,-19.6808334,47.77
Amauropelta_oppositiformis,-19.6808334,47.77
Athyrium_scandicinum,-19.6808334,47.77
Pteris_madagascarica,-19.6666667,47.55
Grammitis_cryptophlebia,-19.6666667,47.55
Cyathea_dregei,-19.6666667,47.55
Cyathea_remotifolia,-19.6666667,47.55
Asplenium_boiteaui,-19.6666667,47.55
Blechnum_biforme,-19.6666667,47.7666667
Blechnum_attenuatum_attenuatum,-19.6666667,47.7666667
Blechnum_microbasis,-19.6666667,47.7666667
Stenogrammitis_micropecten,-19.6613889,47.7277778
Marsilea,-19.6525,45.4686111
Ceratopteris,-19.6522222,45.4686111
Cyathea_dregei,-19.65,47.2833333
Nephrolepis_undulata,-19.6333333,45.7
Vittaria_isoetifolia,-19.6308334,47.77
Cyathea_dregei,-19.625,47.6916666
Blechnum_australe,-19.6166667,47.65
Elaphoglossum_forsythii-majoris,-19.6166667,47.6833333
Elaphoglossum_deckenii,-19.6166667,47.6833333
Loxogramme_abyssinica,-19.6166667,47.6833333
Grammitis_synsora,-19.6166667,47.6833333
Blechnum_biforme,-19.5666667,46.8666667
Cyathea_dregei,-19.5666667,46.8666667
Asplenium_dregeanum,-19.5397222,48.3119444
Huperzia_phlegmaria,-19.5397222,48.3119444
Davallia_chaerophylloides,-19.5397222,48.3119444
Oleandra_distenta,-19.5397222,48.3119444
Antrophyum_malgassicum,-19.5361111,48.3013889
Enterosora_sprucei,-19.5361111,48.3013889
Lepisorus_excavatus,-19.5361111,48.3013889
Elaphoglossum_subsessile,-19.5361111,48.3013889
Microlepia_madagascariensis,-19.5361111,48.3013889
Blechnum_tabulare,-19.5333333,46.6
Saccoloma_henriettae,-19.53,48.3033333
Lomariopsis,-19.53,48.3033333
Ptisana_fraxinea,-19.53,48.3033333
